Group_ID	Region	Time
TUR_SE_Şırnak_ChL_C	Anatolia	Chalcolithic
ARM_Berkaber_KuraAraxes_EBA	Caucasus	EMBA
ARM_Karnut_KuraAraxes_EBA	Caucasus	EMBA
ARM_Karnut_KuraAraxes_EBA_lc	Caucasus	EMBA
ARM_Shengavit_KuraAraxes_EBA	Caucasus	EMBA
ARM_Tavshut_Trialeti_MBA	Caucasus	EMBA
ARM_Tekhut_LBA	Caucasus	EMBA
TUR_Aegean_Izmir_Yassıtepe_EBA	Anatolia	EMBA
TUR_BA_lc	Anatolia	EMBA
TUR_BlackSea_Amasya_EBA	Anatolia	EMBA
TUR_EBA_lc	Anatolia	EMBA
TUR_SE_Gaziantep_BA	Anatolia	EMBA
TUR_SE_Kilis_EBA_A	Anatolia	EMBA
TUR_SE_Şırnak_BA	Anatolia	EMBA
ARM_Agarak_Mdv	Caucasus	Historical
TUR_Aegean_Muğla_Camandras_Dalagöz_Rom	Anatolia	Historical
TUR_Aegean_Muğla_Çapalıbağ_Mdv	Anatolia	Historical
TUR_Aegean_Muğla_Samantaş_Byz	Anatolia	Historical
TUR_Aegean_Muğla_Stratonikeia_Byz	Anatolia	Historical
TUR_Hellenistic_lc	Anatolia	Historical
TUR_Marmara_Apollonia_Rom	Anatolia	Historical
TUR_Marmara_Balıkesir_Byz	Anatolia	Historical
TUR_Marmara_Balıkesir_PostMdv	Anatolia	Historical
TUR_Marmara_Ilıpınar_Byz1	Anatolia	Historical
TUR_Marmara_Ilıpınar_Byz2	Anatolia	Historical
TUR_Marmara_Ilıpınar_Byz3	Anatolia	Historical
TUR_Marmara_İznik_Basilica_RomByz_A	Anatolia	Historical
TUR_Marmara_İznik_Basilica_RomByz_B	Anatolia	Historical
TUR_Marmara_İznik_Y.kapı_Byz	Anatolia	Historical
TUR_Marmara_İznik_Y.kapı_PostMdv	Anatolia	Historical
TUR_Roman_o_lc	Anatolia	Historical
TUR_SE_Gaziantep_Byz	Anatolia	Historical
TUR_SE_Kilis_Byz	Anatolia	Historical
TUR_SE_Mardin_PostMdv	Anatolia	Historical
TUR_SE_Mardin_RomByz	Anatolia	Historical
ARM_Aghitu_Anc	Caucasus	IronAge
ARM_Bagheri_Tchala_EIA	Caucasus	IronAge
ARM_Bover_EIA	Caucasus	IronAge
ARM_Bover_Urartian	Caucasus	IronAge
ARM_Bragdzor_EIA	Caucasus	IronAge
ARM_Bragdzor_EIA_lc	Caucasus	IronAge
ARM_Brardzryal_Urartian	Caucasus	IronAge
ARM_Harjis_LateUrartian	Caucasus	IronAge
ARM_Karashamb_EIA	Caucasus	IronAge
ARM_Karmir_Blur_Anc	Caucasus	IronAge
ARM_Karmir_Blur_EIA	Caucasus	IronAge
ARM_Karmir_Blur_Urartian	Caucasus	IronAge
ARM_Karmir_Blur_Urartian_outlier	Caucasus	IronAge
ARM_Karnut_EIA	Caucasus	IronAge
ARM_Keti_Anc	Caucasus	IronAge
ARM_Keti_EIA	Caucasus	IronAge
ARM_Lori_Berd_LateUrartian_A	Caucasus	IronAge
ARM_Lori_Berd_LateUrartian_B	Caucasus	IronAge
ARM_Noratus_Anc	Caucasus	IronAge
ARM_Noratus_EIA	Caucasus	IronAge
ARM_Pijut_Urartian	Caucasus	IronAge
ARM_Sarukhan_Anc	Caucasus	IronAge
ARM_Sarukhan_EIA	Caucasus	IronAge
IRN_DinkhaTepe_BIA_A	Iran	IronAge
IRN_DinkhaTepe_BIA_B	Iran	IronAge
IRN_HajjiFiruz_IA	Iran	IronAge
IRN_Hasanlu_IA	Iran	IronAge
TUR_Aegean_Bodrum_Halikarnassos_Anc1	Anatolia	IronAge
TUR_Aegean_Bodrum_Halikarnassos_Anc2	Anatolia	IronAge
TUR_Aegean_Bodrum_Halikarnassos_Anc3	Anatolia	IronAge
TUR_Aegean_Muğla_Değirmendere_Anc	Anatolia	IronAge
TUR_BlackSea_Samsun_Anc_A	Anatolia	IronAge
TUR_BlackSea_Samsun_Anc_B	Anatolia	IronAge
TUR_BlackSea_Samsun_Anc_C	Anatolia	IronAge
TUR_C_Gordion_Anc	Anatolia	IronAge
TUR_E_Van_BIA_pre-Urartian	Anatolia	IronAge
TUR_E_Van_Urartian	Anatolia	IronAge
TUR_E_Van_Urartian_outlier	Anatolia	IronAge
TUR_IA_lc	Anatolia	IronAge
TUR_SE_Batman_Anc	Anatolia	IronAge
TUR_SE_Mardin_Anc	Anatolia	IronAge
IRN_Belt_Cave_Mes	Iran	Mesolithic
ARM_Black_Fortress_LBA	Caucasus	MLBA
ARM_Dzori_Gekh_LBA	Caucasus	MLBA
ARM_Karashamb_LBA	Caucasus	MLBA
ARM_Keti_LBA	Caucasus	MLBA
ARM_Keti_Urartian	Caucasus	MLBA
ARM_Lchashen_LBA	Caucasus	MLBA
ARM_Lori_Berd_LBA	Caucasus	MLBA
ARM_Lori_Berd_LBA_lc	Caucasus	MLBA
ARM_Nerkin_Getashen_LBA	Caucasus	MLBA
ARM_Nerkin_Getashen_LBA_outlier	Caucasus	MLBA
ARM_Noratus_LBA	Caucasus	MLBA
ARM_Pijut_LBA	Caucasus	MLBA
ARM_Sarukhan_LBA	Caucasus	MLBA
ARM_Yerevan2_unknown	Caucasus	MLBA
IRN_BA1_ShahrISokhta_lc	Iran	MLBA
IRN_HajjiFiruz_BA	Iran	MLBA
IRN_Hasanlu_LBA_A	Iran	MLBA
IRN_Hasanlu_LBA_B	Iran	MLBA
IRN_Hasanlu_MBA	Iran	MLBA
IRN_Shahr_I_Sokhta_BA	Iran	MLBA
IRN_ShahrISokhta_BA2_lc	Iran	MLBA
IRQ_Nemrik9_LBA	Mesopotamia	MLBA
TUR_Aegean_Izmir_Yassitepe_MBA	Anatolia	MLBA
TUR_MBA_lc	Anatolia	MLBA
TUR_Med_Isparta_BA	Anatolia	MLBA
TUR_SE_Kilis_MBA	Anatolia	MLBA
ARM_Sarukhan_unknown	Caucasus	IronAge
ARM_Aknashen_N	Caucasus	Neolithic
ARM_Masis_Blur_N	Caucasus	Neolithic
IRQ_Bestansur_PPN	Iran	Neolithic
IRQ_Nemrik9_PPN	Mesopotamia	Neolithic
IRQ_PPN_lc	Mesopotamia	Neolithic
IRQ_Shanidar_N	Iran	Neolithic
IRQ_Shanidar_N_outlier	Mesopotamia	Neolithic
JOR_PPNB	Levant	Neolithic
JOR_PPNC	Levant	Neolithic
TUR_Marmara_Barcin_N	Anatolia	Neolithic
TUR_Marmara_Barcın_N	Anatolia	Neolithic
TUR_Marmara_Ilıpınar_N	Anatolia	Neolithic
TUR_Marmara_Menteşe_N	Anatolia	Neolithic
TUR_PPN_lc	Anatolia	Neolithic
TUR_SE_Mardin_PPN	Mesopotamia	Neolithic
ISR_Natufian_EpiP	Levant	Paleolithic
