Instance_ID	Group_ID
UNTA85_1343	Germany_BellBeaker
WEHR_1192SkA	Germany_BellBeaker
AITI_119	Germany_Lech_EBA
AITI_50	Germany_Lech_EBA
AITI_66_d	Germany_Lech_EBA
AITI_92_d	Germany_Lech_EBA
OBKR_50_d	Germany_Lech_EBA
OBKR_80	Germany_Lech_EBA
POST_44	Germany_Lech_EBA
POST_99_d	Germany_Lech_EBA
UNTA85_1412	Germany_Lech_EBA
WEHR_1192SkB_d	Germany_Lech_EBA
WEHR_1586_d	Germany_Lech_EBA
OTTM_151ind2_d	Germany_Lech_MBA
OTTM_154	Germany_Lech_MBA
OTTM_156	Germany_Lech_MBA
OTTM_165_d	Germany_Lech_MBA
OTTM_87_d	Germany_Lech_MBA
I0118	Germany_LN
I0059	Germany_LN
I0171	Germany_LN
I0550	Germany_LN
FN2.SG	Germany_LRoman.SG
I0559	Germany_MN
I0560	Germany_MN
I0807	Germany_MN
I1563	Germany_MN_Blatterhohle
I1565	Germany_MN_Blatterhohle
I1593	Germany_MN_Blatterhohle
I1594	Germany_MN_Blatterhohle
I0172	Germany_MN
I0551	Germany_MN
I0800	Germany_MN
I0802	Germany_MN
I10939	Gibraltar_BA
I10940	Gibraltar_BA
I10941	Gibraltar_BA
I10942	Gibraltar_N
I9006	Greece_BA_Mycenaean
I9010	Greece_BA_Mycenaean
I9041	Greece_BA_Mycenaean
I9033	Greece_BA_Mycenaean
I9123	Greece_Crete_Armenoi
Klei10.SG	Greece_N.SG
Pal7.SG	Greece_N.SG
I0070	Greece_Minoan
I0071	Greece_Minoan
I0073	Greece_Minoan
I0074	Greece_Minoan
I9005	Greece_Minoan
I9127	Greece_Minoan
I9128	Greece_Minoan
I9129	Greece_Minoan
I9130	Greece_Minoan
I9131	Greece_Minoan
I5427	Greece_N
Rev5.SG	Greece_N.SG
I2318	Greece_Peloponnese_N
I3708	Greece_Peloponnese_N
I3709	Greece_Peloponnese_N
I3920	Greece_Peloponnese_N
I2937_all	Greece_Peloponnese_N
AV1	Hungary_AvarPeriod
SZ1.SG	Hungary_AvarPeriod.SG
I1908	Hungary_C_Balaton_Lasinja
I1909	Hungary_C_Balaton_Lasinja
I2351	Hungary_C_Balaton_Lasinja
I2394	Hungary_C_Balaton_Lasinja
I4189	Hungary_C_Balaton_Lasinja
I1907_published	Hungary_C_Balaton_Lasinja
